,start,end,studentid,transcript
243,0:24:12,0:24:14,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," and then, like you can put somewhere."
244,0:24:15,0:24:16,18148f2b-482a-4de9-8b89-79b42bdeb88a,to sort of.
245,0:24:17,0:24:17,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,make sense.
246,0:24:18,0:24:18,18148f2b-482a-4de9-8b89-79b42bdeb88a,yeah yeah.
247,0:24:18,0:24:19,,thank you.
248,0:24:29,0:24:30,41327c6b-fe54-449a-94aa-09f0b291dd58,okay okay.
249,0:24:33,0:24:48,41327c6b-fe54-449a-94aa-09f0b291dd58," okay, so so so like like let's rest illegal you got dizzy too much switching around so remember that yeah too much too too quick searching is also not."
250,0:24:48,0:25:11,41327c6b-fe54-449a-94aa-09f0b291dd58," perfect and also, it will be better that if you create a breakout room i think personally it's better to keep with the same people throughout at least one session like when you start a session it's like one and a half hours like one or two hours, then."
251,0:25:13,0:25:21,41327c6b-fe54-449a-94aa-09f0b291dd58," they will be switching back and forth between their breakout to the main, but it will be better that each time is not random."
252,0:25:22,0:25:27,41327c6b-fe54-449a-94aa-09f0b291dd58,each time is better it's same with the initial assigned one.
253,0:25:29,0:25:37,41327c6b-fe54-449a-94aa-09f0b291dd58," because, if you are after every exercise if you are randomizing the people who you are saying it kind of."
254,0:25:38,0:25:52,41327c6b-fe54-449a-94aa-09f0b291dd58," too exhausting all right, you keep track of people and you don't even like premise pronounce their names and yeah it just becomes maybe after a while it gets easier, but the learning curve becomes i think harder."
255,0:25:53,0:26:06,41327c6b-fe54-449a-94aa-09f0b291dd58," so maybe it's more tolerable after a while, where everybody else like got to know each other really well, but in the beginning it's better to kind of separate isolate them batch by branch."
256,0:26:08,0:26:16,41327c6b-fe54-449a-94aa-09f0b291dd58," then, what else huh so the main question is which is, i think kind of."
257,0:26:18,0:26:38,41327c6b-fe54-449a-94aa-09f0b291dd58,kind of subjective how you would like to go so let's discuss how would you actually use the breakout room i think they they weren't certain on the technique right there is this option that we'd like the students to go and do practice by themselves in a smaller group but.
258,0:26:40,0:26:45,41327c6b-fe54-449a-94aa-09f0b291dd58,kinda it's hard to decide when it's better to do and when it's not.
259,0:26:47,0:27:06,41327c6b-fe54-449a-94aa-09f0b291dd58," so so i'll tell you my opinion is my opinions, not the certified guideline, so what i'm planning to do is, and then we can discuss whether we can improve this or you like to try another option, so what i think is that last year."
260,0:27:09,0:27:10,41327c6b-fe54-449a-94aa-09f0b291dd58,i.
261,0:27:12,0:27:18,41327c6b-fe54-449a-94aa-09f0b291dd58," like we afford each exercises, they were going to their own breakout room, but i was."
262,0:27:20,0:27:30,41327c6b-fe54-449a-94aa-09f0b291dd58," there one, at a time like when i was assigning their breakout rooms, i was spending half of the time in one and the other half to the other."
263,0:27:33,0:27:39,41327c6b-fe54-449a-94aa-09f0b291dd58,but that to me didn't kind of work out very well and i guess for the students because.
264,0:27:40,0:27:45,41327c6b-fe54-449a-94aa-09f0b291dd58," when i was there, they were expecting me to solve and."
265,0:27:47,0:27:52,41327c6b-fe54-449a-94aa-09f0b291dd58," when i was not there, they were waiting me to join like it was a kind of a."
266,0:27:55,0:27:56,41327c6b-fe54-449a-94aa-09f0b291dd58,coin dependence independence.
267,0:27:57,0:28:09,41327c6b-fe54-449a-94aa-09f0b291dd58,that didn't seem to like also scale like if there's three it's not the undoable like too exhausting to switch between three rooms are if there are three rooms.
268,0:28:11,0:28:16,41327c6b-fe54-449a-94aa-09f0b291dd58,so this year i thought i'll give it a shot and try to.
269,0:28:19,0:28:34,41327c6b-fe54-449a-94aa-09f0b291dd58," make them more independent in the breakout room but spend more time together for discussion, like for actually clarification and things that i might know they might not know or bringing all together, so i thought."
270,0:28:36,0:28:39,41327c6b-fe54-449a-94aa-09f0b291dd58,i start each section.
271,0:28:42,0:28:47,41327c6b-fe54-449a-94aa-09f0b291dd58," we beat each other, and they would like turn off their cameras and."
272,0:28:48,0:29:05,41327c6b-fe54-449a-94aa-09f0b291dd58," audio to go and watch and read that part right, so the learning part is happening independently and individually that's not that's not that's not what we can do anything about because we are not there to teach we are there to."
273,0:29:06,0:29:18,41327c6b-fe54-449a-94aa-09f0b291dd58," facilitate the exercise their their practice time right so once they are learning, i think we should allow the creative safe space comfortable space, by asking them to go off camera."
274,0:29:19,0:29:26,41327c6b-fe54-449a-94aa-09f0b291dd58,and you can get they can take their break like they can relax they can start stretching while they're watching videos.
275,0:29:27,0:29:40,41327c6b-fe54-449a-94aa-09f0b291dd58," so for the learning time i think it's better if they're comfortable they close their camera audio and then after they watched and read that section, and they are ready to."
276,0:29:42,0:29:46,41327c6b-fe54-449a-94aa-09f0b291dd58," attempt the exercise, then i think that's a good time to."
277,0:29:48,0:29:52,41327c6b-fe54-449a-94aa-09f0b291dd58,go to the breakout but before that i think our main.
278,0:29:54,0:30:01,41327c6b-fe54-449a-94aa-09f0b291dd58,contribution would be to answering and helping them clarify what they didn't understand up to that point.
279,0:30:02,0:30:12,41327c6b-fe54-449a-94aa-09f0b291dd58," right so so before they go to their breakout room, we say do have questions like is there any confusing part you want to discuss any contents and then, once they."
280,0:30:13,0:30:28,41327c6b-fe54-449a-94aa-09f0b291dd58,all got clarified about the content and they are ready to go they go attempt exercises in their breakouts individually by individually either batches and then.
281,0:30:30,0:30:46,41327c6b-fe54-449a-94aa-09f0b291dd58," they will come back to you, instead of you would go back to them in this way they will feel that they have to go out and achieve and accomplish something and come back to you or with the rest of peers, to discuss what they."
282,0:30:47,0:30:58,41327c6b-fe54-449a-94aa-09f0b291dd58," learned, or what they failed, and we should really encourage them to fail fast like we should say okay they're very tricky stuff there are a lot of traps in the exercises."
283,0:30:58,0:31:17,41327c6b-fe54-449a-94aa-09f0b291dd58," make sure to fail fast and not get stuck and then what we could do in that time we could just randomly go there and observe and if they got stuck we would just push them, so we will not be they will not be expecting us, but they will be actually."
284,0:31:18,0:31:34,41327c6b-fe54-449a-94aa-09f0b291dd58," monitored by us random live without our interference if everything's goes smoothly, so if they are actually progressing and discussing i don't think we should interfere when they are attempting to exercises."
285,0:31:35,0:31:35,41327c6b-fe54-449a-94aa-09f0b291dd58,but.
286,0:31:36,0:31:40,41327c6b-fe54-449a-94aa-09f0b291dd58,what is expected of them in return is.
287,0:31:41,0:31:51,41327c6b-fe54-449a-94aa-09f0b291dd58," there are some discussion questions or there are some think questions so they should do that also i think in the breakout and then, when they come back."
288,0:31:52,0:32:05,41327c6b-fe54-449a-94aa-09f0b291dd58," we should ask one of their representatives to give their answer to that maybe final question or two that exercise so so, for example, if you created three breakout rooms."
289,0:32:06,0:32:07,41327c6b-fe54-449a-94aa-09f0b291dd58,after they come back.
290,0:32:08,0:32:15,41327c6b-fe54-449a-94aa-09f0b291dd58,wine we say okay let's stop this exercise by 10 minutes 20 minutes let's be like.
291,0:32:17,0:32:20,41327c6b-fe54-449a-94aa-09f0b291dd58," we can gauge that time over time, to see whether."
292,0:32:21,0:32:31,41327c6b-fe54-449a-94aa-09f0b291dd58," like what's the worst case scenario, we can assign that time according to worst case scenario, and then, once they bite, we can ask each representative of the group."
293,0:32:33,0:32:49,41327c6b-fe54-449a-94aa-09f0b291dd58," so what we could do i think is, we can ask the person who did not share screen to talk as a representative of that breakout to in order to encourage more."
294,0:32:50,0:32:52,41327c6b-fe54-449a-94aa-09f0b291dd58,interactivity between the students.
295,0:32:53,0:32:56,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah and then we can share our.
296,0:32:57,0:33:07,41327c6b-fe54-449a-94aa-09f0b291dd58," observed discussions, so this way like if you have two or three breakout rooms, you will have a lot of things to say and discuss together."
297,0:33:09,0:33:20,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah so that's my plan, i like to try it's it feels it's scalable like if there are a lot of students it's still manageable and."
298,0:33:23,0:33:30,41327c6b-fe54-449a-94aa-09f0b291dd58," and yeah let's see so if you think it's a good idea, bad idea, alternative."
299,0:33:31,0:33:32,41327c6b-fe54-449a-94aa-09f0b291dd58,you go.
300,0:33:35,0:33:38,0b2e580e-b701-42a7-a355-253910aa8871,there will also have access to the answers right.
301,0:33:38,0:33:40,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah yeah.
302,0:33:43,0:34:03,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah i mean we will most expect misunderstanding is about the contact content, because, like the exercises answers are there, but the problem is that they cannot understand answers as well, so after they tried and failed hopefully fast, then we can clarify about the answers."
303,0:34:06,0:34:19,41327c6b-fe54-449a-94aa-09f0b291dd58," if they couldn't achieve like i mean so they come back and say okay, we couldn't do it, and then say that's okay, i mean nobody usually does it, so we should be positive and then save up to which part, did you get."
304,0:34:20,0:34:29,41327c6b-fe54-449a-94aa-09f0b291dd58," and what was the confusing part let's say let's see let's let's always pin the problem to the content, like."
305,0:34:30,0:34:43,41327c6b-fe54-449a-94aa-09f0b291dd58," let's say always that this content these exercises cons are not perfect, they are too difficult sometimes they are not at the right level so let's not get stuck so you should always encourage them to."
306,0:34:45,0:34:48,41327c6b-fe54-449a-94aa-09f0b291dd58,to not feel bad skipping or failing.
307,0:34:49,0:34:56,41327c6b-fe54-449a-94aa-09f0b291dd58," because the contents are not for everyone, but i, like the levels are sometimes too hard too easy and."
308,0:34:57,0:35:07,41327c6b-fe54-449a-94aa-09f0b291dd58,too much usually too much so it's just that's the goal is to get through to really get them all.
309,0:35:09,0:35:17,41327c6b-fe54-449a-94aa-09f0b291dd58," but the the point is that, if everybody discusses where they stuck they actually learn."
310,0:35:18,0:35:26,41327c6b-fe54-449a-94aa-09f0b291dd58," something that they didn't know after we clarify why they got stuck so they explain that okay, we got stuck at this line of code that."
311,0:35:27,0:35:37,41327c6b-fe54-449a-94aa-09f0b291dd58," let's say we didn't know, we had to reshape it reshape this cancer, and then we discuss why you should have done it and that and because they made a mistake."
312,0:35:37,0:35:49,41327c6b-fe54-449a-94aa-09f0b291dd58," and we immediately gave them feedback, they will remember, and they learned something they didn't get through everything in the exercise, but at least they made one mistake that."
313,0:35:51,0:35:58,41327c6b-fe54-449a-94aa-09f0b291dd58," they will never forget, because they made that mistake, and they will be solidified."
314,0:35:59,0:36:02,41327c6b-fe54-449a-94aa-09f0b291dd58,for that experience i guess.
315,0:36:04,0:36:08,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah so that's what i think what else.
316,0:36:10,0:36:17,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah i mean so about three days upcoming, we will have really good chance to practice this."
317,0:36:18,0:36:33,41327c6b-fe54-449a-94aa-09f0b291dd58," so if you don't have any questions or like to discuss more you can start planning the next three days, i have a question yeah sure, but."
318,0:36:34,0:36:41,687cf1e0-ac67-4506-830c-47ea2cb14d8b,is it possible for students to come back to the main zoom room and then go back to their breakout room.
319,0:36:42,0:36:43,41327c6b-fe54-449a-94aa-09f0b291dd58,i think so.
320,0:36:44,0:36:45,41327c6b-fe54-449a-94aa-09f0b291dd58,we can try that again.
321,0:36:47,0:36:47,687cf1e0-ac67-4506-830c-47ea2cb14d8b,yeah.
322,0:36:48,0:36:48,687cf1e0-ac67-4506-830c-47ea2cb14d8b,we'd be nice.
323,0:36:49,0:36:50,41327c6b-fe54-449a-94aa-09f0b291dd58,if i could channel because.
324,0:36:50,0:36:54,687cf1e0-ac67-4506-830c-47ea2cb14d8b,then i can explain them if they don't they cannot do it.
325,0:36:55,0:36:59,41327c6b-fe54-449a-94aa-09f0b291dd58," right what, for example, if they get dropped, i think."
326,0:36:59,0:37:00,41327c6b-fe54-449a-94aa-09f0b291dd58,from zoom.
327,0:37:01,0:37:04,41327c6b-fe54-449a-94aa-09f0b291dd58,wants to enter i think they first enter to the main room.
328,0:37:06,0:37:09,41327c6b-fe54-449a-94aa-09f0b291dd58," then they will be able to join, to the breakout."
329,0:37:11,0:37:15,fc07718b-853d-4a8f-8fd8-3c08aa713ede,stairway for them to request for the ta to show up there.
330,0:37:15,0:37:23,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah yeah i think there is a raise hand or something yeah let's try that so who wants to try next yeah sure name_2.
331,0:37:24,0:37:25,a1958a61-a8ce-4002-9980-c66db01f95fe,and name_4.
332,0:37:26,0:37:27,41327c6b-fe54-449a-94aa-09f0b291dd58,the who's the host.
333,0:37:28,0:37:31,687cf1e0-ac67-4506-830c-47ea2cb14d8b,has been smoking here to make sure that we try this.
334,0:37:32,0:37:33,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah yeah.
335,0:38:16,0:38:17,fc07718b-853d-4a8f-8fd8-3c08aa713ede,yeah.
336,0:38:17,0:38:18,fc07718b-853d-4a8f-8fd8-3c08aa713ede,i'm back in the.
337,0:38:18,0:38:22,fc07718b-853d-4a8f-8fd8-3c08aa713ede,main room yeah i can see breakout rooms button at the bottom of that i can jump.
338,0:38:22,0:38:23,a1958a61-a8ce-4002-9980-c66db01f95fe,okay cool.
339,0:38:40,0:38:45,a1958a61-a8ce-4002-9980-c66db01f95fe," okay, so what happens when someone requests."
340,0:38:45,0:38:58,a1958a61-a8ce-4002-9980-c66db01f95fe," like help is there's a dialogue button that opens that says so, and so in room one room to as requested that usually and then there's a button to join their breakout room."
341,0:39:00,0:39:06,a1958a61-a8ce-4002-9980-c66db01f95fe," and also name_14 tried, as a studio even leave the breakout room and then rejoin."
342,0:39:08,0:39:10,a1958a61-a8ce-4002-9980-c66db01f95fe,the main room and then go back into the gap.
343,0:39:10,0:39:16,fc07718b-853d-4a8f-8fd8-3c08aa713ede," when you leave it you see the breakout room button at the bottom bar after and then, if you press that able to save rejoin."
344,0:39:21,0:39:23,41327c6b-fe54-449a-94aa-09f0b291dd58," well, by the way, another thing i remember."
345,0:39:25,0:39:34,41327c6b-fe54-449a-94aa-09f0b291dd58," so so as a monitoring person i thought, if you leave our video off and join it will be less distracting."
346,0:39:36,0:39:43,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah, otherwise we will be terrifying his new show like duties of a sudden, he shows up during the exercise."
347,0:39:45,0:39:45,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah.
348,0:39:48,0:39:50,41327c6b-fe54-449a-94aa-09f0b291dd58,so what.
349,0:39:50,0:39:53,41327c6b-fe54-449a-94aa-09f0b291dd58,else my interaction so so.
350,0:39:53,0:40:07,fc07718b-853d-4a8f-8fd8-3c08aa713ede," i'm actually like it's hard to time these things and students may not have time to finish the exercises if that's the case when we're all together, should we like discuss those parts that that weren't finished and maybe explain like like as a group, explain the solutions."
351,0:40:10,0:40:18,41327c6b-fe54-449a-94aa-09f0b291dd58," right so after they come back from the breakout room like we will discuss their problems right, so their problems and also like."
352,0:40:19,0:40:28,41327c6b-fe54-449a-94aa-09f0b291dd58,if they could come up with a solution to one of the things questions like one of the discussion questions so but usually like first we start with their problems.
353,0:40:30,0:40:36,41327c6b-fe54-449a-94aa-09f0b291dd58,and yeah it's just about the time like how much time allows we can get to the.
354,0:40:36,0:40:38,,bottom of their problems.
355,0:40:40,0:40:48,41327c6b-fe54-449a-94aa-09f0b291dd58," but yeah mainly timing is the arm, a responsibility to make sure we allow enough time for each step."
356,0:40:51,0:40:59,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah so, so i think being just strict about how much they spend time on the exercise is enough to."
357,0:41:00,0:41:02,41327c6b-fe54-449a-94aa-09f0b291dd58,allow time for the rest.
358,0:41:04,0:41:15,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah but it's practice like you might think this is a very easy exercise that takes requires very little time, but for main other students, it might be much."
359,0:41:17,0:41:23,41327c6b-fe54-449a-94aa-09f0b291dd58," more difficult so over time, you will get to realize how much they like to spend on the exercise."
360,0:41:25,0:41:28,41327c6b-fe54-449a-94aa-09f0b291dd58," or how much do you think it's better for them, you can ask them, you can ask them."
361,0:41:29,0:41:47,41327c6b-fe54-449a-94aa-09f0b291dd58," did you get bored did you do you want to spend more time on it like for the next time for the next time to recalibrate on their interest on spending more time like like there's a threshold, you know if you fail too many times too fast, you don't want to fail anymore so."
362,0:41:48,0:41:56,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah, for example, if some exercises are really long and they just already failed too many times at some steps."
363,0:41:58,0:42:09,41327c6b-fe54-449a-94aa-09f0b291dd58,for i think for the motivational for the spirit it's better to skip that exercise entirely because sometimes it happens that the content is written so badly.
364,0:42:11,0:42:23,41327c6b-fe54-449a-94aa-09f0b291dd58," that they just made it so difficult that just getting through, it is impossible and it's really important that we spot this and prevent them to drain themselves in that."
365,0:42:25,0:42:27,41327c6b-fe54-449a-94aa-09f0b291dd58," i know this because, like i'm a content creator."
366,0:42:28,0:42:32,41327c6b-fe54-449a-94aa-09f0b291dd58," and i've reviewed so many bad contents, also in pre parts and."
367,0:42:33,0:42:42,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah it's just this never blame the students it's always the content, i mean this year's gonna be probably a lot better but, for example on the deep learning."
368,0:42:43,0:42:47,41327c6b-fe54-449a-94aa-09f0b291dd58," it's going to be again, like last year, a lot of difficulties."
369,0:42:48,0:42:50,41327c6b-fe54-449a-94aa-09f0b291dd58,so so keeping their spirit.
370,0:42:51,0:42:54,41327c6b-fe54-449a-94aa-09f0b291dd58,active is very important yeah.
371,0:42:57,0:43:00,41327c6b-fe54-449a-94aa-09f0b291dd58," so so for that reason, i felt like."
372,0:43:02,0:43:20,41327c6b-fe54-449a-94aa-09f0b291dd58,you should be more concerned i think about time and morale of the students and their progress rather than you exhausting yourself doing the exercises with them or teaching too much or.
373,0:43:22,0:43:29,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah so so you shouldn't exhaust yourself, because if you're exhausted they're all going to be all exhausted because."
374,0:43:30,0:43:43,41327c6b-fe54-449a-94aa-09f0b291dd58," they feel demotivated if the ta is exhausted, so you should always you know feel keep your attitude positive so that they feel that."
375,0:43:45,0:44:06,41327c6b-fe54-449a-94aa-09f0b291dd58," they can count on you, if because, like i did this last year i was overly into teaching and trying and learning everything together with them that i felt like i'm becoming the moderator towards the end that i cannot keep them up as well."
376,0:44:07,0:44:17,41327c6b-fe54-449a-94aa-09f0b291dd58,so yeah spending time beforehand reviewing and maybe doing some exercises would really help you be able to relax and.
377,0:44:19,0:44:33,41327c6b-fe54-449a-94aa-09f0b291dd58," and yeah i mean, and if you don't attempt the exercises it wouldn't really be the end of the world for the students, i mean you might be losing in your learning experience, but for the students."
378,0:44:34,0:44:57,41327c6b-fe54-449a-94aa-09f0b291dd58," if you actually don't attempt to make all those mistakes and just you know read from the solution it wouldn't be so bad for the students, i think, because it will not exhaust you and you will still be able to debug there you can still teach them about their mistakes, i mean."
379,0:44:59,0:45:03,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah because at the end of day, it is not very good to do with them."
380,0:45:06,0:45:09,41327c6b-fe54-449a-94aa-09f0b291dd58,because yeah they they will rely on you too much that.
381,0:45:12,0:45:13,,yeah.
382,0:45:14,0:45:15,41327c6b-fe54-449a-94aa-09f0b291dd58,so.
383,0:45:19,0:45:21,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,we figure out the schedule.
384,0:45:21,0:45:24,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,for tomorrow yeah so if we're going to split this into.
385,0:45:26,0:45:31,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," into like two hours each, then you was doing when my."
386,0:45:32,0:45:32,,right.
387,0:45:33,0:45:35,41327c6b-fe54-449a-94aa-09f0b291dd58," so, how would you like to."
388,0:45:37,0:45:41,41327c6b-fe54-449a-94aa-09f0b291dd58,planet should create like a google doc or something.
389,0:45:41,0:45:42,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,because like yes.
390,0:45:42,0:45:52,41327c6b-fe54-449a-94aa-09f0b291dd58," areas, i guess, to consider like the content, like how familiar and how billing name_15 you want to teach it and then the availability."
391,0:45:53,0:45:56,41327c6b-fe54-449a-94aa-09f0b291dd58,and i guess what's the third criteria.
392,0:45:59,0:46:01,41327c6b-fe54-449a-94aa-09f0b291dd58,how easy it is i guess.
393,0:46:02,0:46:03,41327c6b-fe54-449a-94aa-09f0b291dd58,or yeah.
394,0:46:05,0:46:06,,so.
395,0:46:07,0:46:20,41327c6b-fe54-449a-94aa-09f0b291dd58," i mean, i will pick the last one, to allow you more flexibility so let's create a google doc for you."
396,0:46:22,0:46:26,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah i'm also good with any of them have no preference.
397,0:46:27,0:46:28,41327c6b-fe54-449a-94aa-09f0b291dd58,okay um.
398,0:46:30,0:46:39,41327c6b-fe54-449a-94aa-09f0b291dd58," then, maybe, maybe we can start with just going one by one from the most priority students who have like time availability issues."
399,0:46:41,0:46:53,a1958a61-a8ce-4002-9980-c66db01f95fe," i like to do one of the friday ones, because because that was supposed to be a holiday for me anyway so there's like nothing going on in my lab that day so it's it's better for by if i take off."
400,0:46:55,0:46:55,41327c6b-fe54-449a-94aa-09f0b291dd58,okay sure.
401,0:46:56,0:46:57,0b2e580e-b701-42a7-a355-253910aa8871,so i won't be.
402,0:46:57,0:47:04,0b2e580e-b701-42a7-a355-253910aa8871," i won't be around on friday actually so that works perfectly i'm, i would like to kind of do a majority tomorrow."
403,0:47:05,0:47:13,0b2e580e-b701-42a7-a355-253910aa8871," because i'm also not as familiar with calculus, but i can support on tomorrow and the following day, but majority tomorrow."
404,0:47:16,0:47:19,41327c6b-fe54-449a-94aa-09f0b291dd58,cool anyone else in terms of time priority.
405,0:47:21,0:47:27,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,i have not heard anything from my students about it so i'm i'm good any time.
406,0:47:28,0:47:31,41327c6b-fe54-449a-94aa-09f0b291dd58," no, no, not the students, like you, as a."
407,0:47:32,0:47:34,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," yeah no, i have no."
408,0:47:35,0:47:41,29ed6943-18c9-4b1d-ab32-b1a83df77d84," okay, my turn i do tomorrow, since i'm moving into a different house tomorrow so."
409,0:47:42,0:47:44,41327c6b-fe54-449a-94aa-09f0b291dd58," not only tomorrow, but the other days."
410,0:47:44,0:47:45,,yeah.
411,0:47:47,0:47:53,41327c6b-fe54-449a-94aa-09f0b291dd58," okay, so it looks like time wants be main issue, so, then we can just mainly pitch based on content."
412,0:47:55,0:47:59,41327c6b-fe54-449a-94aa-09f0b291dd58,let me share the documents i created just.
413,0:48:02,0:48:03,41327c6b-fe54-449a-94aa-09f0b291dd58,just a google doc.
414,0:48:05,0:48:08,41327c6b-fe54-449a-94aa-09f0b291dd58,i'll just fill it very fast day one.
415,0:48:14,0:48:19,41327c6b-fe54-449a-94aa-09f0b291dd58,so the day one is linear algebra i don't remember do you remember.
416,0:48:19,0:48:31,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah they want linear algebra it to calculus and and day three and statistics and so then within each like day they're different tutorials.
417,0:48:34,0:48:39,41327c6b-fe54-449a-94aa-09f0b291dd58,are the different like the first half is it very different than second half.
418,0:48:39,0:48:42,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,know i think they they just like they're different topics within.
419,0:48:43,0:48:44,41327c6b-fe54-449a-94aa-09f0b291dd58,okay.
420,0:48:45,0:48:46,687cf1e0-ac67-4506-830c-47ea2cb14d8b,sorry.
421,0:48:46,0:48:50,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,mess up so like linear algebra tutorial one inspectors tutorial tues matrices.
422,0:48:51,0:48:56,29ed6943-18c9-4b1d-ab32-b1a83df77d84," we want to break it up by tutorial like each of us can take one tutorial per day, like, i can do that."
423,0:48:58,0:48:59,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,probably makes the most sense.
424,0:48:59,0:49:02,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah i don't want it to for.
425,0:49:02,0:49:04,41327c6b-fe54-449a-94aa-09f0b291dd58," like to one, the first half."
426,0:49:05,0:49:09,41327c6b-fe54-449a-94aa-09f0b291dd58,and then they have one hour break and then they start to.
427,0:49:10,0:49:11,41327c6b-fe54-449a-94aa-09f0b291dd58,obey it.
428,0:49:11,0:49:11,41327c6b-fe54-449a-94aa-09f0b291dd58,i think.
429,0:49:11,0:49:12,687cf1e0-ac67-4506-830c-47ea2cb14d8b,are you are.
430,0:49:13,0:49:20,687cf1e0-ac67-4506-830c-47ea2cb14d8b," many other phones for this room, because i know your part, and yes, if."
431,0:49:20,0:49:21,4541350f-a10b-4b53-892c-31b181194b68,there.
432,0:49:21,0:49:22,687cf1e0-ac67-4506-830c-47ea2cb14d8b,are other things i can.
433,0:49:22,0:49:28,41327c6b-fe54-449a-94aa-09f0b291dd58," all right, sure sure feel free to leave anytime or, if you have any question, we can first."
434,0:49:29,0:49:30,687cf1e0-ac67-4506-830c-47ea2cb14d8b,oh i'm fine.
435,0:49:32,0:49:36,4541350f-a10b-4b53-892c-31b181194b68,we going to do a hands on any tutorial actually i thought this was.
436,0:49:36,0:49:37,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,part of the.
437,0:49:37,0:49:37,4541350f-a10b-4b53-892c-31b181194b68,training today.
438,0:49:38,0:49:39,41327c6b-fe54-449a-94aa-09f0b291dd58,i know.
439,0:49:39,0:49:39,,i have.
440,0:49:41,0:49:43,41327c6b-fe54-449a-94aa-09f0b291dd58,to actually go through one of the exercises.
441,0:49:44,0:49:48,41327c6b-fe54-449a-94aa-09f0b291dd58," okay, we could try yeah sure i'm."
442,0:49:49,0:49:53,4541350f-a10b-4b53-892c-31b181194b68,just asking i'm not sure if it was part of of the of the training.
443,0:49:54,0:49:56,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah me too actually but.
444,0:49:56,0:50:02,4541350f-a10b-4b53-892c-31b181194b68,because actually i see the slides now and it seemed that we're supposed to say something like that i'm not very sure.
445,0:50:03,0:50:06,41327c6b-fe54-449a-94aa-09f0b291dd58,oh yeah i think we should practice peer programming like.
446,0:50:06,0:50:07,41327c6b-fe54-449a-94aa-09f0b291dd58,not particularly that.
447,0:50:08,0:50:12,41327c6b-fe54-449a-94aa-09f0b291dd58," said spot some exercise, we will."
448,0:50:13,0:50:15,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah they want us to do an exercise.
449,0:50:15,0:50:19,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," you want us to do a week, one day, five which is."
450,0:50:19,0:50:22,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," okay, so much action ality reduction."
451,0:50:26,0:50:27,41327c6b-fe54-449a-94aa-09f0b291dd58,it's week one.
452,0:50:28,0:50:29,41327c6b-fe54-449a-94aa-09f0b291dd58,day.
453,0:50:30,0:50:31,,five.
454,0:50:35,0:50:41,41327c6b-fe54-449a-94aa-09f0b291dd58," okay, so does that mean i'm the ta your students, so you will you'll actually go to as a student."
455,0:50:44,0:50:50,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah i guess so so yeah so yeah it says that you're supposed to put us in breakout rooms and then.
456,0:50:52,0:50:53,41327c6b-fe54-449a-94aa-09f0b291dd58,okay.
457,0:50:54,0:50:55,41327c6b-fe54-449a-94aa-09f0b291dd58," alright, so."
458,0:50:57,0:51:03,41327c6b-fe54-449a-94aa-09f0b291dd58,do you want to do it in groups of three yeah like in three breakout rooms all right so.
459,0:51:05,0:51:07,41327c6b-fe54-449a-94aa-09f0b291dd58," so, so how about we actually go through."
460,0:51:08,0:51:19,41327c6b-fe54-449a-94aa-09f0b291dd58," the whole section, as we discussed like first read and then discuss if you have any problems with content and then go to the exercise, not just directly go."
461,0:51:20,0:51:22,41327c6b-fe54-449a-94aa-09f0b291dd58,so let me also bring my.
462,0:51:23,0:51:25,687cf1e0-ac67-4506-830c-47ea2cb14d8b,own please share the link.
