start,end,studentid,transcript
0:25:13,0:25:21,41327c6b-fe54-449a-94aa-09f0b291dd58," They will be switching back and forth between their breakout to the main, but it will be better that each time is not random."
0:25:22,0:25:27,41327c6b-fe54-449a-94aa-09f0b291dd58,Each time is better it's same with the initial assigned one.
0:25:29,0:25:37,41327c6b-fe54-449a-94aa-09f0b291dd58," Because, if you are after every exercise if you are randomizing the people who you are saying it kind of."
0:25:38,0:25:52,41327c6b-fe54-449a-94aa-09f0b291dd58," Too exhausting all right, you keep track of people and you don't even like premise pronounce their names and yeah it just becomes maybe after a while it gets easier, but the learning curve becomes I think harder."
0:25:53,0:26:06,41327c6b-fe54-449a-94aa-09f0b291dd58," So maybe it's more tolerable after a while, where everybody else like got to know each other really well, but in the beginning it's better to kind of separate isolate them batch by branch."
0:26:08,0:26:16,41327c6b-fe54-449a-94aa-09f0b291dd58," Then, what else huh so the main question is which is, I think kind of."
0:26:18,0:26:38,41327c6b-fe54-449a-94aa-09f0b291dd58,kind of subjective how you would like to go so let's discuss how would you actually use the breakout room I think they they weren't certain on the technique right there is this option that we'd like the students to go and do practice by themselves in a smaller group but.
0:26:40,0:26:45,41327c6b-fe54-449a-94aa-09f0b291dd58,kinda it's hard to decide when it's better to do and when it's not.
0:26:47,0:27:06,41327c6b-fe54-449a-94aa-09f0b291dd58," So so i'll tell you my opinion is my opinions, not the certified guideline, so what i'm planning to do is, and then we can discuss whether we can improve this or you like to try another option, so what I think is that last year."
0:27:09,0:27:10,41327c6b-fe54-449a-94aa-09f0b291dd58,I.
0:27:12,0:27:18,41327c6b-fe54-449a-94aa-09f0b291dd58," Like we afford each exercises, they were going to their own breakout room, but I was."
0:27:20,0:27:30,41327c6b-fe54-449a-94aa-09f0b291dd58," There one, at a time like when I was assigning their breakout rooms, I was spending half of the time in one and the other half to the other."
0:27:33,0:27:39,41327c6b-fe54-449a-94aa-09f0b291dd58,But that to me didn't kind of work out very well and I guess for the students because.
0:27:40,0:27:45,41327c6b-fe54-449a-94aa-09f0b291dd58," When I was there, they were expecting me to solve and."
0:27:47,0:27:52,41327c6b-fe54-449a-94aa-09f0b291dd58," When I was not there, they were waiting me to join like it was a kind of a."
0:27:55,0:27:56,41327c6b-fe54-449a-94aa-09f0b291dd58,coin dependence independence.
0:27:57,0:28:09,41327c6b-fe54-449a-94aa-09f0b291dd58,That didn't seem to like also scale like if there's three it's not the undoable like too exhausting to switch between three rooms are if there are three rooms.
0:28:11,0:28:16,41327c6b-fe54-449a-94aa-09f0b291dd58,So this year I thought i'll give it a shot and try to.
0:28:19,0:28:34,41327c6b-fe54-449a-94aa-09f0b291dd58," make them more independent in the breakout room but spend more time together for discussion, like for actually clarification and things that I might know they might not know or bringing all together, so I thought."
0:28:36,0:28:39,41327c6b-fe54-449a-94aa-09f0b291dd58,I start each section.
0:28:42,0:28:47,41327c6b-fe54-449a-94aa-09f0b291dd58," We beat each other, and they would like turn off their cameras and."
0:28:48,0:29:05,41327c6b-fe54-449a-94aa-09f0b291dd58," audio to go and watch and read that part right, so the learning part is happening independently and individually that's not that's not that's not what we can do anything about because we are not there to teach we are there to."
0:29:06,0:29:18,41327c6b-fe54-449a-94aa-09f0b291dd58," facilitate the exercise their their practice time right so once they are learning, I think we should allow the creative safe space comfortable space, by asking them to go off camera."
0:29:19,0:29:26,41327c6b-fe54-449a-94aa-09f0b291dd58,And you can get they can take their break like they can relax they can start stretching while they're watching videos.
0:29:27,0:29:40,41327c6b-fe54-449a-94aa-09f0b291dd58," So for the learning time I think it's better if they're comfortable they close their camera audio and then after they watched and read that section, and they are ready to."
0:29:42,0:29:46,41327c6b-fe54-449a-94aa-09f0b291dd58," attempt the exercise, then I think that's a good time to."
0:29:48,0:29:52,41327c6b-fe54-449a-94aa-09f0b291dd58,Go to the breakout but before that I think our main.
0:29:54,0:30:01,41327c6b-fe54-449a-94aa-09f0b291dd58,contribution would be to answering and helping them clarify what they didn't understand up to that point.
0:30:02,0:30:12,41327c6b-fe54-449a-94aa-09f0b291dd58," Right so so before they go to their breakout room, we say do have questions like is there any confusing part you want to discuss any contents and then, once they."
0:30:13,0:30:28,41327c6b-fe54-449a-94aa-09f0b291dd58,All got clarified about the content and they are ready to go they go attempt exercises in their breakouts individually by individually either batches and then.
0:30:30,0:30:46,41327c6b-fe54-449a-94aa-09f0b291dd58," They will come back to you, instead of you would go back to them in this way they will feel that they have to go out and achieve and accomplish something and come back to you or with the rest of peers, to discuss what they."
0:30:47,0:30:58,41327c6b-fe54-449a-94aa-09f0b291dd58," learned, or what they failed, and we should really encourage them to fail fast like we should say okay they're very tricky stuff there are a lot of traps in the exercises."
0:30:58,0:31:17,41327c6b-fe54-449a-94aa-09f0b291dd58," Make sure to fail fast and not get stuck and then what we could do in that time we could just randomly go there and observe and if they got stuck we would just push them, so we will not be they will not be expecting us, but they will be actually."
0:31:18,0:31:34,41327c6b-fe54-449a-94aa-09f0b291dd58," monitored by us random live without our interference if everything's goes smoothly, so if they are actually progressing and discussing I don't think we should interfere when they are attempting to exercises."
0:31:35,0:31:35,41327c6b-fe54-449a-94aa-09f0b291dd58,But.
0:31:36,0:31:40,41327c6b-fe54-449a-94aa-09f0b291dd58,What is expected of them in return is.
0:31:41,0:31:51,41327c6b-fe54-449a-94aa-09f0b291dd58," There are some discussion questions or there are some think questions so they should do that also I think in the breakout and then, when they come back."
0:31:52,0:32:05,41327c6b-fe54-449a-94aa-09f0b291dd58," We should ask one of their representatives to give their answer to that maybe final question or two that exercise so so, for example, if you created three breakout rooms."
0:32:06,0:32:07,41327c6b-fe54-449a-94aa-09f0b291dd58,After they come back.
0:32:08,0:32:15,41327c6b-fe54-449a-94aa-09f0b291dd58,Wine we say okay let's stop this exercise by 10 minutes 20 minutes let's be like.
0:32:17,0:32:20,41327c6b-fe54-449a-94aa-09f0b291dd58," We can gauge that time over time, to see whether."
0:32:21,0:32:31,41327c6b-fe54-449a-94aa-09f0b291dd58," Like what's the worst case scenario, we can assign that time according to worst case scenario, and then, once they bite, we can ask each representative of the Group."
0:32:33,0:32:49,41327c6b-fe54-449a-94aa-09f0b291dd58," So what we could do I think is, we can ask the person who did not share screen to talk as a representative of that breakout to in order to encourage more."
0:32:50,0:32:52,41327c6b-fe54-449a-94aa-09f0b291dd58,interactivity between the students.
0:32:53,0:32:56,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah and then we can share our.
0:32:57,0:33:07,41327c6b-fe54-449a-94aa-09f0b291dd58," observed discussions, so this way like if you have two or three breakout rooms, you will have a lot of things to say and discuss together."
0:33:09,0:33:20,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah so that's my plan, I like to try it's it feels it's scalable like if there are a lot of students it's still manageable and."
0:33:23,0:33:30,41327c6b-fe54-449a-94aa-09f0b291dd58," And yeah let's see So if you think it's a good idea, bad idea, alternative."
0:33:31,0:33:32,41327c6b-fe54-449a-94aa-09f0b291dd58,You go.
0:33:35,0:33:38,0b2e580e-b701-42a7-a355-253910aa8871,There will also have access to the answers right.
0:33:38,0:33:40,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah yeah.
0:33:43,0:34:03,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah I mean we will most expect misunderstanding is about the contact content, because, like the exercises answers are there, but the problem is that they cannot understand answers as well, so after they tried and failed hopefully fast, then we can clarify about the answers."
0:34:06,0:34:19,41327c6b-fe54-449a-94aa-09f0b291dd58," If they couldn't achieve like I mean so they come back and say Okay, we couldn't do it, and then say that's Okay, I mean nobody usually does it, so we should be positive and then save up to which part, did you get."
0:34:20,0:34:29,41327c6b-fe54-449a-94aa-09f0b291dd58," And what was the confusing part let's say let's see let's let's always pin the problem to the content, like."
0:34:30,0:34:43,41327c6b-fe54-449a-94aa-09f0b291dd58," let's say always that this content these exercises cons are not perfect, they are too difficult sometimes they are not at the right level so let's not get stuck so you should always encourage them to."
0:34:45,0:34:48,41327c6b-fe54-449a-94aa-09f0b291dd58,To not feel bad skipping or failing.
0:34:49,0:34:56,41327c6b-fe54-449a-94aa-09f0b291dd58," Because the contents are not for everyone, but I, like the levels are sometimes too hard too easy and."
0:34:57,0:35:07,41327c6b-fe54-449a-94aa-09f0b291dd58,Too much usually too much so it's just that's The goal is to get through to really get them all.
0:35:09,0:35:17,41327c6b-fe54-449a-94aa-09f0b291dd58," But the The point is that, if everybody discusses where they stuck they actually learn."
0:35:18,0:35:26,41327c6b-fe54-449a-94aa-09f0b291dd58," Something that they didn't know after we clarify why they got stuck so they explain that Okay, we got stuck at this line of code that."
0:35:27,0:35:37,41327c6b-fe54-449a-94aa-09f0b291dd58," let's say we didn't know, we had to reshape it reshape this cancer, and then we discuss why you should have done it and that and because they made a mistake."
0:35:37,0:35:49,41327c6b-fe54-449a-94aa-09f0b291dd58," And we immediately gave them feedback, they will remember, and they learned something they didn't get through everything in the exercise, but at least they made one mistake that."
0:35:51,0:35:58,41327c6b-fe54-449a-94aa-09f0b291dd58," They will never forget, because they made that mistake, and they will be solidified."
0:35:59,0:36:02,41327c6b-fe54-449a-94aa-09f0b291dd58,For that experience I guess.
0:36:04,0:36:08,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah so that's what I think what else.
0:36:10,0:36:17,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah I mean so about three days upcoming, we will have really good chance to practice this."
0:36:18,0:36:33,41327c6b-fe54-449a-94aa-09f0b291dd58," So if you don't have any questions or like to discuss more you can start planning the next three days, I have a question yeah sure, but."
0:36:34,0:36:41,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Is it possible for students to come back to the main zoom room and then go back to their breakout room.
0:36:42,0:36:43,41327c6b-fe54-449a-94aa-09f0b291dd58,I think so.
0:36:44,0:36:45,41327c6b-fe54-449a-94aa-09f0b291dd58,We can try that again.
0:36:47,0:36:47,687cf1e0-ac67-4506-830c-47ea2cb14d8b,yeah.
0:36:48,0:36:48,687cf1e0-ac67-4506-830c-47ea2cb14d8b,we'd be nice.
0:36:49,0:36:50,41327c6b-fe54-449a-94aa-09f0b291dd58,If I could channel because.
0:36:50,0:36:54,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Then I can explain them if they don't they cannot do it.
0:36:55,0:36:59,41327c6b-fe54-449a-94aa-09f0b291dd58," Right What, for example, if they get dropped, I think."
0:36:59,0:37:00,41327c6b-fe54-449a-94aa-09f0b291dd58,From zoom.
0:37:01,0:37:04,41327c6b-fe54-449a-94aa-09f0b291dd58,wants to enter I think they first enter to the main room.
0:37:06,0:37:09,41327c6b-fe54-449a-94aa-09f0b291dd58," Then they will be able to join, to the breakout."
0:37:11,0:37:15,fc07718b-853d-4a8f-8fd8-3c08aa713ede,stairway for them to request for the ta to show up there.
0:37:15,0:37:23,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah yeah I think there is a raise hand or something yeah let's try that so who wants to try next yeah sure Peter.
0:37:24,0:37:25,a1958a61-a8ce-4002-9980-c66db01f95fe,And john.
0:37:26,0:37:27,41327c6b-fe54-449a-94aa-09f0b291dd58,The who's the host.
0:37:28,0:37:31,687cf1e0-ac67-4506-830c-47ea2cb14d8b,has been smoking here to make sure that we try this.
0:37:32,0:37:33,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah yeah.
0:38:16,0:38:17,fc07718b-853d-4a8f-8fd8-3c08aa713ede,yeah.
0:38:17,0:38:18,fc07718b-853d-4a8f-8fd8-3c08aa713ede,i'm back in the.
0:38:18,0:38:22,fc07718b-853d-4a8f-8fd8-3c08aa713ede,main room yeah I can see breakout rooms button at the bottom of that I can jump.
0:38:22,0:38:23,a1958a61-a8ce-4002-9980-c66db01f95fe,Okay cool.
0:38:40,0:38:45,a1958a61-a8ce-4002-9980-c66db01f95fe," Okay, so what happens when someone requests."
0:38:45,0:38:58,a1958a61-a8ce-4002-9980-c66db01f95fe," Like help is there's a dialogue button that opens that says so, and so in Room one room to as requested that usually and then there's a button to join their breakout room."
0:39:00,0:39:06,a1958a61-a8ce-4002-9980-c66db01f95fe," And also Eric tried, as a studio even leave the breakout room and then rejoin."
0:39:08,0:39:10,a1958a61-a8ce-4002-9980-c66db01f95fe,The main room and then go back into the gap.
0:39:10,0:39:16,fc07718b-853d-4a8f-8fd8-3c08aa713ede," When you leave it you see the breakout room button at the bottom bar after and then, if you press that able to save rejoin."
0:39:21,0:39:23,41327c6b-fe54-449a-94aa-09f0b291dd58," Well, by the way, another thing I remember."
0:39:25,0:39:34,41327c6b-fe54-449a-94aa-09f0b291dd58," So so as a monitoring person I thought, if you leave our video off and join it will be less distracting."
0:39:36,0:39:43,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah, otherwise we will be terrifying his new show like duties of a sudden, he shows up during the exercise."
0:39:45,0:39:45,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah.
0:39:48,0:39:50,41327c6b-fe54-449a-94aa-09f0b291dd58,So what.
0:39:50,0:39:53,41327c6b-fe54-449a-94aa-09f0b291dd58,else my interaction so so.
0:39:53,0:40:07,fc07718b-853d-4a8f-8fd8-3c08aa713ede," i'm actually like it's hard to time these things and students may not have time to finish the exercises if that's the case when we're all together, should we like discuss those parts that that weren't finished and maybe explain like like as a group, explain the solutions."
0:40:10,0:40:18,41327c6b-fe54-449a-94aa-09f0b291dd58," Right so after they come back from the breakout room like we will discuss their problems right, so their problems and also like."
0:40:19,0:40:28,41327c6b-fe54-449a-94aa-09f0b291dd58,If they could come up with a solution to one of the things questions like one of the discussion questions so but usually like first we start with their problems.
0:40:30,0:40:36,41327c6b-fe54-449a-94aa-09f0b291dd58,And yeah it's just about the time like how much time allows we can get to the.
0:40:36,0:40:38,,bottom of their problems.
0:40:40,0:40:48,41327c6b-fe54-449a-94aa-09f0b291dd58," But yeah mainly timing is the arm, a responsibility to make sure we allow enough time for each step."
0:40:51,0:40:59,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah so, so I think being just strict about how much they spend time on the exercise is enough to."
0:41:00,0:41:02,41327c6b-fe54-449a-94aa-09f0b291dd58,allow time for the rest.
0:41:04,0:41:15,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah but it's practice like you might think this is a very easy exercise that takes requires very little time, but for main other students, it might be much."
0:41:17,0:41:23,41327c6b-fe54-449a-94aa-09f0b291dd58," more difficult so over time, you will get to realize how much they like to spend on the exercise."
0:41:25,0:41:28,41327c6b-fe54-449a-94aa-09f0b291dd58," Or how much do you think it's better for them, you can ask them, you can ask them."
0:41:29,0:41:47,41327c6b-fe54-449a-94aa-09f0b291dd58," Did you get bored did you do you want to spend more time on it like for the next time for the next time to recalibrate on their interest on spending more time like like there's a threshold, you know if you fail too many times too fast, you don't want to fail anymore so."
0:41:48,0:41:56,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah, for example, if some exercises are really long and they just already failed too many times at some steps."
0:41:58,0:42:09,41327c6b-fe54-449a-94aa-09f0b291dd58,For I think for the motivational for the spirit it's better to skip that exercise entirely because sometimes it happens that the content is written so badly.
0:42:11,0:42:23,41327c6b-fe54-449a-94aa-09f0b291dd58," That they just made it so difficult that just getting through, it is impossible and it's really important that we spot this and prevent them to drain themselves in that."
0:42:25,0:42:27,41327c6b-fe54-449a-94aa-09f0b291dd58," I know this because, like i'm a content creator."
0:42:28,0:42:32,41327c6b-fe54-449a-94aa-09f0b291dd58," And i've reviewed so many bad contents, also in pre parts and."
0:42:33,0:42:42,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah it's just this never blame the students it's always the content, I mean this year's gonna be probably a lot better but, for example on the deep learning."
0:42:43,0:42:47,41327c6b-fe54-449a-94aa-09f0b291dd58," it's going to be again, like last year, a lot of difficulties."
0:42:48,0:42:50,41327c6b-fe54-449a-94aa-09f0b291dd58,So so keeping their spirit.
0:42:51,0:42:54,41327c6b-fe54-449a-94aa-09f0b291dd58,Active is very important yeah.
0:42:57,0:43:00,41327c6b-fe54-449a-94aa-09f0b291dd58," So so For that reason, I felt like."
0:43:02,0:43:20,41327c6b-fe54-449a-94aa-09f0b291dd58,You should be more concerned I think about time and morale of the students and their progress rather than you exhausting yourself doing the exercises with them or teaching too much or.
0:43:22,0:43:29,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah so so you shouldn't exhaust yourself, because if you're exhausted they're all going to be all exhausted because."
0:43:30,0:43:43,41327c6b-fe54-449a-94aa-09f0b291dd58," They feel demotivated if the ta is exhausted, so you should always you know feel keep your attitude positive so that they feel that."
0:43:45,0:44:06,41327c6b-fe54-449a-94aa-09f0b291dd58," They can count on you, if because, like I did this last year I was overly into teaching and trying and learning everything together with them that I felt like i'm becoming the moderator towards the end that I cannot keep them up as well."
0:44:07,0:44:17,41327c6b-fe54-449a-94aa-09f0b291dd58,So yeah spending time beforehand reviewing and maybe doing some exercises would really help you be able to relax and.
0:44:19,0:44:33,41327c6b-fe54-449a-94aa-09f0b291dd58," And yeah I mean, and if you don't attempt the exercises it wouldn't really be the end of the world for the students, I mean you might be losing in your learning experience, but for the students."
0:44:34,0:44:57,41327c6b-fe54-449a-94aa-09f0b291dd58," If you actually don't attempt to make all those mistakes and just you know read from the solution it wouldn't be so bad for the students, I think, because it will not exhaust you and you will still be able to debug there you can still teach them about their mistakes, I mean."
0:44:59,0:45:03,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah because at the end of day, it is not very good to do with them."
0:45:06,0:45:09,41327c6b-fe54-449a-94aa-09f0b291dd58,Because yeah they they will rely on you too much that.
0:45:12,0:45:13,,yeah.
0:45:14,0:45:15,41327c6b-fe54-449a-94aa-09f0b291dd58,So.
0:45:19,0:45:21,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,We figure out the schedule.
0:45:21,0:45:24,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,For tomorrow yeah so if we're going to split this into.
0:45:26,0:45:31,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," into like two hours each, then you was doing when my."
0:45:32,0:45:32,,Right.
0:45:33,0:45:35,41327c6b-fe54-449a-94aa-09f0b291dd58," So, how would you like to."
0:45:37,0:45:41,41327c6b-fe54-449a-94aa-09f0b291dd58,planet should create like a Google Doc or something.
0:45:41,0:45:42,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Because like yes.
0:45:42,0:45:52,41327c6b-fe54-449a-94aa-09f0b291dd58," areas, I guess, to consider like the content, like how familiar and how billing Lee you want to teach it and then the availability."
0:45:53,0:45:56,41327c6b-fe54-449a-94aa-09f0b291dd58,And I guess what's the third criteria.
0:45:59,0:46:01,41327c6b-fe54-449a-94aa-09f0b291dd58,How easy it is I guess.
0:46:02,0:46:03,41327c6b-fe54-449a-94aa-09f0b291dd58,or yeah.
0:46:05,0:46:06,,So.
0:46:07,0:46:20,41327c6b-fe54-449a-94aa-09f0b291dd58," I mean, I will pick the last one, to allow you more flexibility so let's create a Google Doc for you."
0:46:22,0:46:26,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah i'm also good with any of them have no preference.
0:46:27,0:46:28,41327c6b-fe54-449a-94aa-09f0b291dd58,Okay um.
0:46:30,0:46:39,41327c6b-fe54-449a-94aa-09f0b291dd58," Then, maybe, maybe we can start with just going one by one from the most priority students who have like time availability issues."
0:46:41,0:46:53,a1958a61-a8ce-4002-9980-c66db01f95fe," I like to do one of the Friday ones, because because that was supposed to be a holiday for me anyway so there's like nothing going on in my lab that day so it's it's better for by if I take off."
0:46:55,0:46:55,41327c6b-fe54-449a-94aa-09f0b291dd58,Okay sure.
0:46:56,0:46:57,0b2e580e-b701-42a7-a355-253910aa8871,So I won't be.
0:46:57,0:47:04,0b2e580e-b701-42a7-a355-253910aa8871," I won't be around on Friday actually so that works perfectly i'm, I would like to kind of do a majority tomorrow."
0:47:05,0:47:13,0b2e580e-b701-42a7-a355-253910aa8871," Because i'm also not as familiar with calculus, but I can support on tomorrow and the following day, but majority tomorrow."
0:47:16,0:47:19,41327c6b-fe54-449a-94aa-09f0b291dd58,cool anyone else in terms of time priority.
0:47:21,0:47:27,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I have not heard anything from my students about it so i'm i'm good any time.
0:47:28,0:47:31,41327c6b-fe54-449a-94aa-09f0b291dd58," No, no, not the students, like you, as a."
0:47:32,0:47:34,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," yeah no, I have no."
0:47:35,0:47:41,29ed6943-18c9-4b1d-ab32-b1a83df77d84," Okay, my turn I do tomorrow, since i'm moving into a different House tomorrow so."
0:47:42,0:47:44,41327c6b-fe54-449a-94aa-09f0b291dd58," Not only tomorrow, but the other days."
0:47:44,0:47:45,,yeah.
0:47:47,0:47:53,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, so it looks like time wants be main issue, so, then we can just mainly pitch based on content."
0:47:55,0:47:59,41327c6b-fe54-449a-94aa-09f0b291dd58,Let me share the documents I created just.
0:48:02,0:48:03,41327c6b-fe54-449a-94aa-09f0b291dd58,Just a Google Doc.
0:48:05,0:48:08,41327c6b-fe54-449a-94aa-09f0b291dd58,i'll just fill it very fast day one.
0:48:14,0:48:19,41327c6b-fe54-449a-94aa-09f0b291dd58,So the day one is linear algebra I don't remember Do you remember.
0:48:19,0:48:31,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah they want linear algebra it to calculus and and day three and statistics and so then within each like day they're different tutorials.
0:48:34,0:48:39,41327c6b-fe54-449a-94aa-09f0b291dd58,Are the different like the first half is it very different than second half.
0:48:39,0:48:42,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,know I think they they just like they're different topics within.
0:48:43,0:48:44,41327c6b-fe54-449a-94aa-09f0b291dd58,Okay.
0:48:45,0:48:46,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Sorry.
0:48:46,0:48:50,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,mess up so like linear algebra tutorial one inspectors tutorial tues matrices.
0:48:51,0:48:56,29ed6943-18c9-4b1d-ab32-b1a83df77d84," We want to break it up by tutorial like each of us can take one tutorial per day, like, I can do that."
0:48:58,0:48:59,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Probably makes the most sense.
0:48:59,0:49:02,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah I don't want it to for.
0:49:02,0:49:04,41327c6b-fe54-449a-94aa-09f0b291dd58," Like to one, the first half."
0:49:05,0:49:09,41327c6b-fe54-449a-94aa-09f0b291dd58,And then they have one hour break and then they start to.
0:49:10,0:49:11,41327c6b-fe54-449a-94aa-09f0b291dd58,obey it.
0:49:11,0:49:11,41327c6b-fe54-449a-94aa-09f0b291dd58,I think.
0:49:11,0:49:12,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Are you are.
0:49:13,0:49:20,687cf1e0-ac67-4506-830c-47ea2cb14d8b," Many other phones for this room, because I know your part, and yes, if."
0:49:20,0:49:21,4541350f-a10b-4b53-892c-31b181194b68,there.
0:49:21,0:49:22,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Are other things I can.
0:49:22,0:49:28,41327c6b-fe54-449a-94aa-09f0b291dd58," All right, sure sure feel free to leave anytime or, if you have any question, we can first."
0:49:29,0:49:30,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Oh i'm fine.
0:49:32,0:49:36,4541350f-a10b-4b53-892c-31b181194b68,We going to do a hands on any tutorial actually I thought this was.
0:49:36,0:49:37,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Part of the.
0:49:37,0:49:37,4541350f-a10b-4b53-892c-31b181194b68,Training today.
0:49:38,0:49:39,41327c6b-fe54-449a-94aa-09f0b291dd58,I know.
0:49:39,0:49:39,,I have.
0:49:41,0:49:43,41327c6b-fe54-449a-94aa-09f0b291dd58,To actually go through one of the exercises.
0:49:44,0:49:48,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, we could try yeah sure i'm."
0:49:49,0:49:53,4541350f-a10b-4b53-892c-31b181194b68,Just asking i'm not sure if it was part of of the of the training.
0:49:54,0:49:56,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah me too actually but.
0:49:56,0:50:02,4541350f-a10b-4b53-892c-31b181194b68,Because actually I see the slides now and it seemed that we're supposed to say something like that i'm not very sure.
0:50:03,0:50:06,41327c6b-fe54-449a-94aa-09f0b291dd58,Oh yeah I think we should practice peer programming like.
0:50:06,0:50:07,41327c6b-fe54-449a-94aa-09f0b291dd58,not particularly that.
0:50:08,0:50:12,41327c6b-fe54-449a-94aa-09f0b291dd58," said spot some exercise, we will."
0:50:13,0:50:15,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah they want us to do an exercise.
0:50:15,0:50:19,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," You want us to do a week, one day, five which is."
0:50:19,0:50:22,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Okay, so much action ality reduction."
0:50:26,0:50:27,41327c6b-fe54-449a-94aa-09f0b291dd58,it's week one.
0:50:28,0:50:29,41327c6b-fe54-449a-94aa-09f0b291dd58,Day.
0:50:30,0:50:31,,five.
0:50:35,0:50:41,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, so does that mean i'm the ta your students, so you will you'll actually go to as a student."
0:50:44,0:50:50,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah I guess so so yeah so yeah it says that you're supposed to put us in breakout rooms and then.
0:50:52,0:50:53,41327c6b-fe54-449a-94aa-09f0b291dd58,Okay.
0:50:54,0:50:55,41327c6b-fe54-449a-94aa-09f0b291dd58," Alright, so."
0:50:57,0:51:03,41327c6b-fe54-449a-94aa-09f0b291dd58,Do you want to do it in groups of three yeah like in three breakout rooms all right so.
0:51:05,0:51:07,41327c6b-fe54-449a-94aa-09f0b291dd58," So, so how about we actually go through."
0:51:08,0:51:19,41327c6b-fe54-449a-94aa-09f0b291dd58," The whole section, as we discussed like first read and then discuss if you have any problems with content and then go to the exercise, not just directly go."
0:51:20,0:51:22,41327c6b-fe54-449a-94aa-09f0b291dd58,So let me also bring my.
0:51:23,0:51:25,687cf1e0-ac67-4506-830c-47ea2cb14d8b,own please share the link.
0:51:26,0:51:29,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah i'll show show so it's.
0:51:29,0:51:30,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Just the Cola.
0:51:30,0:51:31,41327c6b-fe54-449a-94aa-09f0b291dd58,Which one is it.
0:51:33,0:51:34,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Like rice.
0:51:35,0:51:36,a1958a61-a8ce-4002-9980-c66db01f95fe,Is it just the first tutorial.
0:51:37,0:51:42,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," it's it's week, one day, five, so I don't think it's the first tutorial."
0:51:42,0:51:44,a1958a61-a8ce-4002-9980-c66db01f95fe,But like first tutorial on day five.
0:51:44,0:51:45,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah.
0:51:45,0:51:46,a1958a61-a8ce-4002-9980-c66db01f95fe,Oh yeah okay.
0:51:48,0:51:49,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, so."
0:51:52,0:51:56,41327c6b-fe54-449a-94aa-09f0b291dd58,They want us to jump into another section in the PCA.
0:51:59,0:52:02,fc07718b-853d-4a8f-8fd8-3c08aa713ede,know just said geometric view of data tutorial.
0:52:13,0:52:17,41327c6b-fe54-449a-94aa-09f0b291dd58," i'm not sure if i'm in the right place, let them share screen."
0:52:19,0:52:21,41327c6b-fe54-449a-94aa-09f0b291dd58," So is it, this one."
0:52:24,0:52:25,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Yes.
0:52:25,0:52:25,,So.
0:52:26,0:52:29,41327c6b-fe54-449a-94aa-09f0b291dd58,The first exercise.
